masv,hodem,ten,ngaysinh,gioitinh,noisinh,malop
2795,Trần Hoài,Vinh,2005/3/16,1,Tiền Giang,NA24
2796,Võ Thế,Ngân,2005/9/2,1,HCM,PM22
2797,Trương Văn,Oanh,2004/6/19,1,An Giang,PM21
2798,Bùi Minh,Khánh,2005/10/23,1,Trà Vinh,HQ23
2799,Trần Trung,Ân,2000/5/2,0,Long An,TM24
2800,Phan Thị,My,2000/3/2,0,Vĩnh Long,PM24
2801,Lê Thị,Sương,2004/11/20,0,Tây Ninh,TU24
2802,Lê Văn,Nhi,2004/2/14,1,Trà Vinh,TC23
2803,Phan Hoài,Trang,2004/3/9,0,Cần Thơ,TM24
2804,Võ Nhật,Cường,2004/10/23,0,Tiền Giang,HT23
2805,Lê Văn,Lợi,2002/5/20,1,Trà Vinh,TU22
2806,Bùi Thế,Cường,2002/8/13,1,Trà Vinh,MK24
2807,Trương Trung,Anh,2002/11/8,1,Cần Thơ,TC23
2808,Trần Thế,Sơn,2003/12/1,1,Vĩnh Long,NA24
2809,Phạm Hoài,Hà,2002/9/11,1,Tây Ninh,DL24
2810,Lê Gia,Linh,2004/5/27,1,Tiền Giang,MK24
2811,Võ Văn,Phúc,2004/4/19,1,An Giang,HT23
2812,Phan Văn,Tấn,2004/1/8,1,Vĩnh Long,PM23
2813,Lê Minh,Cường,2001/5/2,0,An Giang,SP23
2814,Lê Hữu,Diễm,2002/6/15,0,Long An,SP22
2815,Võ Văn,Sương,2001/6/28,1,Nam Định,TU24
2816,Nguyễn Trung,Tài,2000/6/26,1,HCM,PM21
2817,Nguyễn Gia,Khanh,2003/2/3,1,An Giang,PM24
2818,Trương Nhật,Thắng,2003/2/12,1,HCM,HT23
2819,Phan Mạnh,Kim,2001/10/13,1,Tây Ninh,MK24
2820,Phạm Hoàng,Khanh,2001/6/19,0,Tây Ninh,TC23
2821,Nguyễn Trung,Phượng,2001/8/19,1,Tây Ninh,HT22
2822,Võ Thế,Ân,2003/10/8,0,Tiền Giang,HT22
2823,Trương Hoài,Giang,2001/5/30,1,Long An,VL24
2824,Phan Văn,Đại,2001/3/17,1,HCM,TM24
2825,Phạm Thế,Lợi,2003/8/15,1,Cần Thơ,DL24
2826,Trần Hoài,Cường,2003/1/28,1,Long An,HT22
2827,Phan Gia,Khanh,2000/12/28,1,Tây Ninh,NA22
2828,Võ Trung,Vinh,2000/1/5,0,HCM,TI24
2829,Phạm Văn,Sơn,2001/6/2,1,An Giang,NA23
2830,Bùi Thị,Giang,2001/10/26,0,Tiền Giang,TU24
2831,Trương Mạnh,Tài,2001/5/26,1,HCM,VL24
2832,Lê Hữu,Đạt,2004/9/26,0,Cần Thơ,MT24
2833,Nguyễn Trung,Bảo,2004/8/15,1,Long An,SP24
2834,Võ Trung,Đại,2000/1/6,0,HCM,TU23
2835,Nguyễn Hữu,Cường,2004/6/23,0,HCM,TI24
2836,Võ Hoài,Anh,2001/4/25,0,Vĩnh Long,SP24
2837,Lê Trung,Sương,2002/6/21,0,HCM,PM21
2838,Trần Hữu,Bình,2005/2/21,0,Long An,TC23
2839,Trương Hữu,Thịnh,2004/10/18,0,Tây Ninh,NA23
2840,Võ Hoàng,Thanh,2005/8/1,1,An Giang,TC24
2841,Võ Thế,Như,2001/4/21,0,Tây Ninh,PM23
2842,Trần Hoàng,Anh,2004/2/4,0,Tiền Giang,PM22
2843,Bùi Gia,Cẩm,2005/7/3,1,Trà Vinh,TU24
2844,Phan Minh,Kim,2005/12/26,1,Cần Thơ,PM23
2845,Trương Thế,Thanh,2000/12/3,1,Vĩnh Long,TI24
2846,Phan Hữu,Nhi,2004/4/17,0,HCM,TM24
2847,Phan Thế,Chi,2004/3/18,0,Nam Định,TC24
2848,Trương Thế,Danh,2001/10/5,0,An Giang,HT23
2849,Nguyễn Hoài,Thịnh,2002/11/25,0,Tây Ninh,PM23
2850,Trần Quang,Chi,2001/11/2,1,Cần Thơ,HC24
2851,Bùi Gia,Kim,2004/11/29,1,Long An,HQ24
2852,Nguyễn Quang,Ánh,2005/2/2,1,Vĩnh Long,VL24
2853,Võ Trung,Khôi,2001/9/26,1,Tây Ninh,SP24
2854,Phạm Thế,Thanh,2000/5/29,1,An Giang,LU24
2855,Bùi Mạnh,Hà,2002/6/17,1,Cần Thơ,PM22
2856,Trương Thị,Phương,2002/10/27,0,An Giang,HT24
2857,Võ Nhật,Huỳnh,2005/2/14,0,Nam Định,PM21
2858,Trần Văn,Giang,2004/9/15,1,HCM,HC24
2859,Bùi Mạnh,Phước,2005/5/20,0,Cần Thơ,TC23
2860,Võ Gia,Thanh,2002/4/21,0,An Giang,PM21
2861,Nguyễn Mạnh,Đạt,2005/10/7,0,Nam Định,DL24
2862,Lê Hữu,Vinh,2002/10/22,1,Nam Định,PM21
2863,Trần Hoài,Nghĩa,2005/2/18,0,Long An,HQ23
2864,Phan Nhật,Cẩm,2004/2/18,0,Tiền Giang,DL24
2865,Bùi Văn,Oanh,2005/5/20,1,Nam Định,HT24
2866,Võ Hoàng,Oanh,2005/2/28,1,Long An,TU23
2867,Võ Hoàng,Kim,2001/11/17,1,Cần Thơ,NA22
2868,Trương Thị,Sương,2004/4/15,0,Tây Ninh,SP22
2869,Nguyễn Mạnh,Vân,2005/7/15,1,Vĩnh Long,HT24
2870,Phạm Mạnh,Khôi,2005/11/23,1,An Giang,DT24
2871,Bùi Minh,Tài,2005/11/26,1,Long An,SP22
2872,Bùi Mạnh,Phúc,2003/12/12,0,An Giang,PM22
2873,Nguyễn Trung,Phương,2005/7/18,1,Cần Thơ,HC24
2874,Lê Thế,Ngân,2005/5/12,0,Tiền Giang,SP22
2875,Lê Văn,Sương,2002/3/4,1,Nam Định,TI24
2876,Trần Minh,Bạch,2001/2/17,1,Long An,TU23
2877,Trần Hữu,Băng,2003/10/13,1,Tây Ninh,HQ24
2878,Trương Minh,Cường,2003/2/15,0,Nam Định,NA22
2879,Trần Thế,Uyên,2005/6/7,0,Nam Định,SP24
2880,Trương Mạnh,Nhã,2004/11/14,0,Long An,HT24
2881,Lê Hoàng,Khanh,2005/6/3,0,An Giang,TU22
2882,Phan Văn,Sương,2000/8/21,1,Tây Ninh,HT22
2883,Phạm Trung,Phượng,2003/11/2,0,An Giang,HQ23
2884,Bùi Gia,Thắng,2003/12/18,0,Vĩnh Long,HQ23
2885,Nguyễn Gia,Sang,2005/10/24,0,Trà Vinh,TC24
2886,Phạm Văn,Đạt,2002/12/14,1,Cần Thơ,HQ23
2887,Nguyễn Nhật,Phúc,2003/8/19,0,Long An,HC24
2888,Phạm Nhật,Hà,2004/9/17,0,Vĩnh Long,SP22
2889,Phạm Minh,Thắng,2003/1/25,0,Long An,TU24
2890,Võ Quang,Tài,2005/10/9,1,Cần Thơ,TO24
2891,Phạm Minh,Tấn,2004/1/13,0,An Giang,HC24
2892,Trần Thế,Phú,2000/11/17,1,Cần Thơ,TI24
2893,Bùi Thế,Tấn,2000/4/16,1,Long An,PM22
2894,Bùi Văn,Nhã,2005/12/14,1,Tiền Giang,VL24
2895,Lê Mạnh,Bảo,2005/9/3,1,Long An,MK24
2896,Bùi Trung,Bảo,2004/6/30,1,Cần Thơ,NA22
2897,Võ Thị,Vinh,2001/8/28,0,Nam Định,MK24
2898,Lê Quang,Thịnh,2004/1/30,1,Nam Định,TU23
2899,Nguyễn Hoài,Thành,2002/9/8,1,Long An,TO24
2900,Lê Mạnh,Chi,2003/12/17,1,Trà Vinh,DL24
2901,Võ Hoài,Anh,2002/10/19,1,Cần Thơ,TU24
2902,Nguyễn Hoàng,Cường,2001/9/21,1,Vĩnh Long,DL24
2903,Bùi Hoài,Cẩm,2004/5/26,0,Long An,PM23
2904,Nguyễn Thị,Duyên,2001/6/20,0,Cần Thơ,PM22
2905,Phan Thị,Giang,2003/9/18,0,Cần Thơ,TM24
2906,Võ Quang,Duy,2001/9/19,0,An Giang,TU22
2907,Trần Trung,Khanh,2002/8/29,1,Long An,PM24
2908,Phạm Thị,Hậu,2004/7/3,0,Cần Thơ,NA23
2909,Trương Hoài,Hồng,2004/12/16,1,HCM,SP23
2910,Phan Hoài,Đức,2005/1/3,1,Vĩnh Long,TM24
2911,Trần Thị,Khôi,2002/9/11,0,Nam Định,TU22
2912,Phạm Trung,Thương,2005/12/4,0,Cần Thơ,TI24
2913,Phan Hoài,Tấn,2005/5/6,1,Trà Vinh,SP24
2914,Nguyễn Minh,Duy,2001/5/12,0,An Giang,TC23
2915,Võ Gia,Dương,2004/2/11,0,Long An,HQ24
2916,Phạm Quang,Oanh,2002/5/21,0,Cần Thơ,VL24
2917,Lê Thị,Tiên,2005/5/9,0,Tiền Giang,TM24
2918,Nguyễn Hoài,Khang,2005/3/5,0,Cần Thơ,HQ23
2919,Nguyễn Minh,Băng,2002/1/15,1,Cần Thơ,NA24
2920,Võ Thị,Linh,2003/8/9,0,Vĩnh Long,SP24
2921,Phạm Nhật,Duy,2001/10/2,0,Nam Định,PM21
2922,Phan Hoàng,Khánh,2003/9/1,1,HCM,PM22
2923,Trần Hoàng,Băng,2000/5/17,1,Vĩnh Long,HD24
2924,Phạm Nhật,Khang,2001/2/10,0,An Giang,HD24
2925,Phạm Gia,Diễm,2002/4/1,0,Vĩnh Long,TU23
2926,Võ Hữu,Thành,2005/10/14,1,An Giang,MK24
2927,Trần Văn,Mỹ,2000/4/26,1,Trà Vinh,TC23
2928,Trần Hoàng,Đại,2000/5/10,0,Tây Ninh,TC24
2929,Trần Gia,Hậu,2001/4/5,1,Nam Định,HT22
2930,Nguyễn Mạnh,Thương,2005/12/16,0,Tiền Giang,NA22
2931,Bùi Trung,Tấn,2004/12/13,1,Nam Định,MK24
2932,Trương Nhật,Vinh,2002/8/4,1,Cần Thơ,DL24
2933,Phan Hoài,Khanh,2004/10/8,0,Nam Định,PM21
2934,Phan Văn,Bạch,2001/4/10,1,Nam Định,HT22
2935,Lê Hoàng,Đạt,2001/10/16,0,Nam Định,HQ23
2936,Phan Nhật,My,2001/8/17,1,HCM,NA22
2937,Phạm Mạnh,Cẩm,2005/7/23,1,Long An,SP23
2938,Phan Hữu,Anh,2001/3/20,1,HCM,HC24
2939,Phạm Gia,Phượng,2004/3/13,0,Long An,HC24
2940,Nguyễn Hữu,Bảo,2001/8/28,1,An Giang,NA22
2941,Phạm Văn,Duyên,2000/1/27,1,An Giang,PM24
2942,Lê Quang,Vỹ,2005/3/14,1,Trà Vinh,SP22
2943,Bùi Quang,Vỹ,2004/8/16,0,Vĩnh Long,SP24
2944,Lê Thế,Phương,2000/12/7,0,Long An,PM21
2945,Võ Văn,Đại,2001/7/12,1,Trà Vinh,NA24
2946,Bùi Hoài,Ân,2002/9/5,0,Vĩnh Long,PM24
2947,Trương Thế,Khanh,2000/12/23,0,Vĩnh Long,MT24
2948,Phạm Thị,Dương,2001/7/14,0,Cần Thơ,NA22
2949,Lê Thị,Vy,2004/11/27,0,Long An,TC24
2950,Nguyễn Gia,Bạch,2000/1/1,0,Vĩnh Long,SP22
2951,Phạm Mạnh,Bích,2004/4/21,0,Nam Định,PM23
2952,Phan Hoàng,Ân,2004/5/27,1,Long An,NA24
2953,Trần Mạnh,Hà,2003/6/12,1,Vĩnh Long,NA22
2954,Trần Quang,Chi,2000/6/8,1,Tây Ninh,PM24
2955,Phạm Quang,Phú,2003/9/21,0,Cần Thơ,TU22
2956,Trương Quang,Huỳnh,2000/12/21,0,Long An,TC23
2957,Trần Hoài,Vỹ,2003/9/28,0,Tiền Giang,PM22
2958,Võ Thị,Khang,2003/7/23,0,Trà Vinh,PM23
2959,Phan Minh,Kiều,2004/10/3,0,Vĩnh Long,TC23
2960,Võ Minh,Linh,2005/8/8,0,HCM,DL24
2961,Nguyễn Hoàng,Oanh,2004/12/25,0,Trà Vinh,TC23
2962,Phạm Trung,Thịnh,2001/11/4,1,Vĩnh Long,SP24
2963,Trần Minh,Chi,2000/4/6,0,HCM,HT23
2964,Nguyễn Hoài,Chi,2004/12/19,0,HCM,SP24
2965,Võ Hữu,Dung,2001/9/2,0,Long An,NA23
2966,Lê Hoàng,Băng,2003/6/28,0,Cần Thơ,PM23
2967,Võ Thế,Thương,2002/10/18,1,Long An,HT23
2968,Trần Hoài,Tiên,2005/10/17,0,An Giang,NA24
2969,Phạm Thị,Ngọc,2001/10/13,0,Tây Ninh,VL24
2970,Bùi Thế,Nhã,2003/5/30,1,Vĩnh Long,NA22
2971,Nguyễn Gia,Phúc,2004/2/26,1,Nam Định,PM22
2972,Bùi Hoài,Linh,2001/2/7,1,Cần Thơ,MK24
2973,Phạm Hoàng,Thịnh,2004/4/9,1,Cần Thơ,SP23
2974,Nguyễn Hoài,Tấn,2004/10/19,0,Tây Ninh,DT24
2975,Nguyễn Nhật,Danh,2000/9/1,1,Long An,LU24
2976,Võ Minh,Nhã,2001/8/4,1,Tiền Giang,TC23
2977,Bùi Văn,Vinh,2004/8/17,1,Tiền Giang,TC23
2978,Trương Mạnh,Vân,2000/1/15,1,Tiền Giang,HD24
2979,Bùi Hoài,Băng,2002/8/14,1,Vĩnh Long,PM22
2980,Phan Quang,Khang,2005/4/22,1,Long An,HT23
2981,Phan Văn,Nhã,2002/10/10,1,An Giang,NA22
2982,Phạm Gia,An,2000/8/15,1,Cần Thơ,TU22
2983,Phan Hoàng,Phúc,2003/11/19,0,Vĩnh Long,VL24
2984,Phan Mạnh,Tài,2004/9/8,0,HCM,PM21
2985,Trần Gia,Đạt,2004/5/13,1,HCM,NA22
2986,Trương Gia,Tiên,2002/8/6,0,Tiền Giang,HT24
2987,Trương Trung,Diễm,2003/8/5,1,Tiền Giang,HQ24
2988,Trần Thế,Hà,2002/5/13,0,HCM,NA24
2989,Lê Quang,Nhi,2002/3/3,0,Cần Thơ,PM23
2990,Võ Hoài,Đại,2002/10/22,0,Trà Vinh,SP23
2991,Võ Hoàng,Phú,2001/8/14,1,An Giang,TC23
2992,Trương Mạnh,Anh,2000/1/9,1,Tiền Giang,LU24
2993,Nguyễn Minh,Vân,2001/11/10,0,HCM,TC23
2994,Nguyễn Thị,Đại,2002/10/6,0,Tây Ninh,NA24
2995,Phan Thị,Thanh,2005/5/20,0,Trà Vinh,DT24
2996,Lê Quang,Duy,2000/5/19,0,Trà Vinh,HT24
2997,Trương Hoài,Ngân,2005/11/3,0,Vĩnh Long,TC23
2998,Trương Mạnh,Trang,2005/3/7,1,Trà Vinh,PM21
2999,Võ Mạnh,Vy,2003/7/1,0,Tiền Giang,MK24
3000,Phan Hữu,Bích,2004/7/5,1,Tây Ninh,PM22
3001,Bùi Minh,Tiên,2003/4/1,1,Long An,HT23
3002,Phan Văn,Hậu,2000/12/20,1,An Giang,MK24
3003,Bùi Hoàng,An,2002/9/8,1,Long An,HT22
3004,Phạm Mạnh,My,2001/2/24,0,Tây Ninh,TC23
3005,Phạm Hoàng,Hồng,2003/6/20,0,Long An,PM21
3006,Trần Văn,Bình,2003/6/9,1,Long An,VL24
3007,Lê Trung,Phú,2005/11/23,0,Vĩnh Long,TO24
3008,Trương Quang,Phượng,2001/11/11,0,HCM,TU22
3009,Võ Thị,Đức,2001/2/15,0,An Giang,HQ24
3010,Nguyễn Thị,Vy,2000/10/2,0,Tây Ninh,HT24
3011,Trần Gia,Đức,2001/10/19,0,Vĩnh Long,DT24
3012,Bùi Hoài,Như,2002/8/23,0,Long An,HT22
3013,Nguyễn Thị,Đại,2001/6/25,0,Cần Thơ,HT22
3014,Phạm Thế,Duyên,2004/6/5,0,Long An,PM22
3015,Phạm Văn,Mỹ,2005/7/15,1,Tiền Giang,TU22
3016,Phan Hữu,Anh,2000/7/22,1,Tây Ninh,HT22
3017,Trương Văn,Sang,2000/2/14,1,Nam Định,PM21
3018,Nguyễn Hoài,Uyên,2004/11/29,1,Nam Định,VL24
3019,Phạm Hoài,Dương,2003/11/27,1,Vĩnh Long,HT23
3020,Võ Quang,Sơn,2001/8/11,1,Long An,HT22
3021,Phạm Nhật,Bảo,2000/11/19,1,Tiền Giang,TU22
3022,Phan Hữu,Sơn,2002/8/9,1,An Giang,SP22
3023,Phan Thế,Thương,2002/10/16,0,Vĩnh Long,TM24
3024,Lê Trung,Long,2002/9/13,0,Vĩnh Long,SP23
3025,Nguyễn Hoàng,Phúc,2005/4/25,1,Nam Định,TM24
3026,Bùi Thế,Thịnh,2004/9/16,1,Trà Vinh,TM24
3027,Bùi Minh,Duy,2004/6/28,0,HCM,TM24
3028,Trần Thị,Phương,2000/1/3,0,Long An,VL24
3029,Trương Thị,Vỹ,2002/9/16,0,Cần Thơ,PM24
3030,Bùi Thị,Phượng,2005/4/16,0,Nam Định,HQ23
3031,Phạm Thị,Đạt,2005/11/21,0,HCM,PM23
3032,Bùi Thị,Đức,2005/1/2,0,Nam Định,HT22
3033,Bùi Thị,Bảo,2001/5/14,0,Tây Ninh,TM24
3034,Phan Nhật,Phước,2003/7/12,1,Long An,MK24
3035,Trần Trung,Phương,2005/9/19,1,HCM,SP22
3036,Trương Quang,Vinh,2003/3/8,0,Tây Ninh,HT23
3037,Trương Mạnh,Anh,2005/7/10,1,Long An,SP22
3038,Trương Hoài,Diễm,2002/12/25,1,Cần Thơ,NA23
3039,Nguyễn Hoàng,Khôi,2004/10/27,0,Vĩnh Long,HQ23
3040,Trương Hữu,Băng,2000/9/11,1,Tây Ninh,PM22
3041,Bùi Quang,Danh,2002/1/27,0,Cần Thơ,NA22
3042,Lê Mạnh,Sương,2005/10/12,1,HCM,TM24
3043,Phan Hữu,Dương,2004/12/12,0,Tây Ninh,TU22
3044,Trương Gia,Dung,2005/8/9,0,Nam Định,PM22
3045,Nguyễn Nhật,Giang,2003/9/27,0,Long An,DT24
3046,Phạm Trung,Anh,2003/3/26,0,HCM,HT23
3047,Lê Thị,Đức,2003/10/2,0,Trà Vinh,DL24
3048,Bùi Trung,Long,2005/7/29,0,Cần Thơ,SP24
3049,Võ Mạnh,Châu,2001/8/16,1,Trà Vinh,SP22
3050,Phan Thị,Lợi,2001/3/2,0,Trà Vinh,HT24
3051,Trương Hoàng,Bình,2004/9/7,0,Long An,TI24
3052,Phan Minh,Ân,2004/8/24,1,HCM,TI24
3053,Lê Trung,Sơn,2005/9/4,0,HCM,SP22
3054,Lê Gia,Duy,2001/5/17,1,An Giang,NA24
3055,Võ Nhật,Phước,2000/4/24,1,Long An,PM22
3056,Nguyễn Hữu,Linh,2005/4/3,1,Tây Ninh,TU22
3057,Bùi Hữu,Khanh,2000/5/30,1,Vĩnh Long,TU22
3058,Trương Mạnh,Khải,2003/10/13,1,Nam Định,HT23
3059,Phan Hoàng,Sơn,2004/4/15,0,Cần Thơ,HT23
3060,Bùi Nhật,Đại,2003/5/6,1,Tiền Giang,LU24
3061,Lê Mạnh,Vỹ,2005/4/3,1,Nam Định,LU24
3062,Trần Nhật,Oanh,2001/5/24,0,Tây Ninh,HD24
3063,Trần Hoàng,Duyên,2003/10/8,0,Long An,PM24
3064,Nguyễn Minh,Tấn,2004/12/15,1,Tây Ninh,TI24
3065,Phạm Thị,Phước,2003/9/29,0,Nam Định,SP23
3066,Nguyễn Hữu,Nghĩa,2001/11/1,1,Cần Thơ,TO24
3067,Trương Văn,Tài,2004/1/21,1,Long An,NA24
3068,Võ Quang,Nghĩa,2005/6/4,1,Cần Thơ,DL24
3069,Bùi Minh,Bạch,2005/2/13,1,Vĩnh Long,NA24
3070,Nguyễn Văn,Kim,2000/1/4,1,Long An,TU24
3071,Trần Hữu,Khanh,2001/4/15,1,Trà Vinh,MT24
3072,Võ Thế,Dung,2004/11/28,0,Cần Thơ,TU24
3073,Bùi Trung,Hà,2002/9/15,0,Tiền Giang,TU24
3074,Bùi Hoài,Ngọc,2002/10/4,0,Tây Ninh,DL24
3075,Trương Gia,Bình,2000/2/20,0,Trà Vinh,LU24
3076,Trương Hữu,Bình,2001/10/28,0,An Giang,TU23
3077,Nguyễn Trung,Thắng,2003/11/4,1,Vĩnh Long,PM21
3078,Phạm Trung,Giang,2002/4/12,0,An Giang,VL24
3079,Võ Thị,Diễm,2000/7/27,0,Tiền Giang,TM24
3080,Võ Quang,Vy,2000/4/23,0,Vĩnh Long,TU24
3081,Lê Quang,Long,2004/5/29,1,Tây Ninh,HD24
3082,Nguyễn Quang,Vỹ,2004/2/11,1,An Giang,PM24
3083,Phan Mạnh,Bích,2003/7/7,1,Cần Thơ,HQ24
3084,Phạm Quang,Đức,2001/7/9,0,Trà Vinh,TC23
3085,Lê Gia,Duy,2002/1/22,0,Tây Ninh,TU22
3086,Phan Trung,Vy,2003/7/6,1,An Giang,HT24
3087,Nguyễn Hoài,Vinh,2000/11/9,1,Cần Thơ,TI24
3088,Phạm Văn,Phương,2003/2/14,1,Long An,MT24
3089,Lê Gia,Mỹ,2000/5/19,1,Vĩnh Long,TM24
3090,Trương Hoài,Tấn,2004/12/21,1,Nam Định,TM24
3091,Võ Hữu,Thương,2002/12/1,0,An Giang,TM24
3092,Bùi Nhật,Bình,2000/7/4,0,An Giang,SP24
3093,Bùi Gia,Ân,2000/5/17,1,Long An,HT24
3094,Phan Hoài,Khánh,2000/7/1,1,Vĩnh Long,SP23
3095,Võ Nhật,Tài,2003/4/20,1,Tây Ninh,TC23
3096,Trương Nhật,Oanh,2000/3/26,1,Tây Ninh,DT24
3097,Trương Hoàng,Đức,2004/4/8,0,Trà Vinh,HT24
3098,Trần Trung,Duy,2003/7/25,0,Vĩnh Long,NA23
3099,Nguyễn Mạnh,Thắng,2001/12/16,0,Cần Thơ,SP24
3100,Bùi Hoài,Diễm,2001/11/26,1,Vĩnh Long,TM24
3101,Phan Hoài,Phúc,2004/4/29,0,An Giang,DT24
3102,Phạm Mạnh,Trang,2003/1/11,0,Vĩnh Long,HC24
3103,Trần Hoàng,Phượng,2003/12/27,1,Nam Định,TC23
3104,Lê Minh,Đạt,2004/1/3,0,Vĩnh Long,HD24
3105,Trương Thị,Phú,2000/9/10,0,Tiền Giang,MT24
3106,Lê Hữu,Sang,2001/10/2,0,Trà Vinh,HT23
3107,Trương Nhật,Mỹ,2004/9/2,1,Long An,HT22
3108,Phan Mạnh,Danh,2003/4/2,1,Cần Thơ,TC24
3109,Phạm Thị,Phượng,2002/8/14,0,Trà Vinh,NA24
3110,Lê Thế,Giang,2005/1/7,0,Trà Vinh,HT24
3111,Võ Văn,Ngân,2005/5/25,1,Nam Định,VL24
3112,Lê Nhật,Chi,2004/8/16,0,Nam Định,TM24
3113,Bùi Minh,Ngân,2003/7/16,1,HCM,NA23
3114,Võ Mạnh,Trang,2001/2/20,1,An Giang,SP22
3115,Trương Văn,Sang,2001/8/29,1,HCM,TI24
3116,Phạm Thế,Diễm,2003/2/25,0,Cần Thơ,HT23
3117,Võ Hoàng,Tài,2001/6/14,1,Vĩnh Long,TU24
3118,Lê Hoài,Duy,2005/8/1,0,Long An,HT22
3119,Phạm Thị,Thành,2000/9/12,0,Vĩnh Long,DT24
3120,Bùi Trung,Vy,2000/8/6,1,An Giang,HT24
3121,Lê Thế,Phúc,2002/9/19,0,Long An,VL24
3122,Bùi Quang,Khánh,2000/5/17,0,Cần Thơ,MT24
3123,Phạm Trung,Khánh,2005/1/20,1,Tiền Giang,HT23
3124,Bùi Gia,Nhã,2004/10/9,1,HCM,MK24
3125,Phạm Minh,Phước,2003/10/11,0,Trà Vinh,TC23
3126,Phạm Hữu,Phúc,2000/10/6,0,Tây Ninh,TC23
3127,Bùi Hoài,Nhi,2001/11/23,1,Tiền Giang,SP23
3128,Trương Quang,Dương,2001/3/6,1,Vĩnh Long,HQ23
3129,Nguyễn Hữu,Duyên,2001/1/13,1,Vĩnh Long,VL24
3130,Trương Hoàng,Cường,2001/4/3,1,Nam Định,MT24
3131,Phan Gia,Chi,2005/3/21,0,Tây Ninh,DT24
3132,Phạm Hữu,Duyên,2005/5/19,1,An Giang,NA23
3133,Phan Hữu,Cường,2005/10/25,1,Trà Vinh,LU24
3134,Bùi Quang,Dung,2004/11/22,1,HCM,NA23
3135,Trần Mạnh,An,2000/8/15,1,Vĩnh Long,HD24
3136,Phạm Hữu,Bình,2000/1/1,0,Tiền Giang,TO24
3137,Lê Minh,Phúc,2001/9/8,0,Tây Ninh,LU24
3138,Nguyễn Thị,Hà,2002/5/17,0,An Giang,SP24
3139,Nguyễn Minh,Khôi,2000/6/5,0,An Giang,HD24
3140,Phan Văn,Thành,2005/8/15,1,Vĩnh Long,NA22
3141,Trương Hoàng,Thanh,2000/9/29,0,HCM,TU23
3142,Võ Hoàng,Nghĩa,2003/11/27,1,Long An,TU23
3143,Lê Mạnh,Vỹ,2000/8/15,1,An Giang,MK24
3144,Phan Thị,Dung,2000/10/28,0,Tây Ninh,LU24
3145,Võ Hoài,Khôi,2005/6/15,1,Nam Định,HQ23
3146,Võ Văn,Bảo,2005/10/12,1,Vĩnh Long,PM23
3147,Trương Hoài,Ngọc,2001/11/20,0,Vĩnh Long,PM22
3148,Nguyễn Quang,Khang,2004/4/4,1,Long An,DT24
3149,Bùi Hoài,Vy,2003/3/7,0,Vĩnh Long,SP24
3150,Bùi Gia,Bảo,2001/5/7,0,Tiền Giang,TC24
3151,Phạm Hoàng,Đạt,2002/5/21,1,An Giang,VL24
3152,Võ Mạnh,Duyên,2000/2/19,0,Cần Thơ,LU24
3153,Nguyễn Gia,Anh,2000/1/3,1,Trà Vinh,HT23
3154,Bùi Trung,Ngân,2005/6/23,0,Tiền Giang,HT24
3155,Nguyễn Thế,Diễm,2004/12/17,1,Cần Thơ,SP23
3156,Bùi Hoài,Nghĩa,2004/6/29,1,Vĩnh Long,PM23
3157,Phan Thị,Vỹ,2004/10/13,0,Tiền Giang,NA22
3158,Nguyễn Hoàng,Châu,2002/7/23,0,Nam Định,TO24
3159,Nguyễn Minh,Anh,2005/6/1,0,Tiền Giang,TC24
3160,Trần Hoài,Mỹ,2001/11/14,1,Tây Ninh,NA24
3161,Phạm Quang,Ân,2005/3/12,1,Tây Ninh,TU23
3162,Trương Hoài,Sang,2004/2/26,0,Trà Vinh,HC24
3163,Nguyễn Thị,Vân,2002/5/11,0,An Giang,HD24
3164,Võ Văn,Thịnh,2002/10/4,1,HCM,MK24
3165,Võ Hoài,Kiều,2000/7/13,0,Trà Vinh,NA24
3166,Trần Gia,Dương,2000/8/6,1,Cần Thơ,HT22
3167,Lê Thế,Uyên,2003/3/20,1,An Giang,HD24
3168,Phạm Hoàng,Tiên,2002/2/21,0,Nam Định,TO24
3169,Trương Mạnh,Linh,2005/3/15,1,HCM,MK24
3170,Trần Trung,Bình,2003/9/19,1,Long An,DT24
3171,Trần Minh,An,2003/5/3,0,Long An,NA24
3172,Võ Hữu,Đức,2004/1/3,0,Tây Ninh,VL24
3173,Lê Quang,Cường,2005/6/24,1,Nam Định,HT24
3174,Võ Hoàng,Giang,2000/7/23,1,Vĩnh Long,VL24
3175,Trương Văn,Tiên,2003/3/8,1,Cần Thơ,LU24
3176,Lê Hữu,Giang,2001/5/9,0,An Giang,VL24
3177,Võ Hoàng,Phượng,2004/3/22,0,Long An,HQ24
3178,Võ Thị,Huỳnh,2001/7/12,0,Long An,TC24
3179,Trần Hoàng,Nhi,2004/6/28,0,HCM,DT24
3180,Phan Văn,Sơn,2005/8/16,1,Trà Vinh,DL24
3181,Bùi Hoài,Tấn,2000/9/13,0,Nam Định,HT22
3182,Trương Thị,Thắng,2003/8/6,0,An Giang,HT22
3183,Trương Trung,Anh,2005/2/26,1,Tây Ninh,HT24
3184,Trần Nhật,Ân,2005/11/18,1,An Giang,HC24
3185,Trương Văn,Thành,2001/5/29,1,Tiền Giang,HT23
3186,Bùi Văn,Bình,2004/3/23,1,Tây Ninh,LU24
3187,Lê Hữu,Sang,2002/7/22,1,Cần Thơ,HQ24
